cep,logradouro,bairro
03314000,Rua Vilela,Tatuapé
08120110,Praça Lions Clube Itaim Paulista,Itaim Paulista
04233220,Rua Tiradentes,Cidade Nova Heliópolis
02722090,Rua Paulo Vidigal Vicente de Azevedo,Vila Siqueira (Zona Norte)
04863020,Rua Uva Natal,Vila Natal
03474070,Rua Antônio Amaral,Vila Antonieta
03125070,Rua Francisco Soledade,Parque da Mooca
03014010,Largo Senador Morais Barros,Brás
01107030,Rua João Pacheco,Luz
08370390,Rua Georgina Mongruel,Jardim São João (São Rafael)
02968090,Rua Agostinho Correia,Vila Regina
01317909,Avenida Brigadeiro Luís Antônio 487,Bela Vista
02510000,Rua Anita Malfatti,Vila Baruel
04856120,Rua Samuel Khuri,Jardim Myrna
04822160,Rua Armando Spósito,Parque América
05183180,Rua Gaetano Gioja,Jardim Santa Lucrécia
05318030,Rua Potsdam,Vila Hamburguesa
03560030,Rua Coelho de Castro,Vila Nhocune
04649030,Rua Padre Bento Ibañez,Jardim Prudência
08041000,Avenida Pires do Rio,Jardim São Sebastião
04213030,Travessa Professor Percy Longo Filho,Ipiranga
03364070,Praça Libéria,Vila Formosa
04289120,Rua Della Casa,Vila Brasílio Machado
03556010,Rua Palmeirina,Cidade Patriarca
02558010,Rua Mauês,Vila Prado
01216012,Alameda Barão de Piracicaba,Campos Elíseos
08030120,Rua Capão Alto,Vila Curuçá
08223570,Rua Encontros e Despedidas,Conjunto Habitacional Águia de Haia
08452410,Rua Engenheiro Bardot,Vila Lourdes
04580020,Rua Antônio Abrantes,Vila Cordeiro
03617020,Rua Saivá,Vila Marieta
03240020,Rua Doutor José Cássio Soares,Parque São Lucas
05857480,Rua Alfonso Santi,Parque Ligia
03156220,Rua Inhamuns,Vila Prudente
02931110,Rua Membeca,Vila Pereira Cerca
04814000,Rua Nova Britânia,Jardim Maringá
04789010,Avenida Sílvio Sciumbata,Interlagos
04615005,Rua Doutor Jesuíno Maciel,Campo Belo
04086000,Alameda dos Aicás,Indianópolis
05767330,Rua Berco Udler,Jardim Catanduva
08490780,Rua Guaruba,Jardim Pedra Branca
03152210,Rua dos Pintores,Vila Prudente
03434060,Rua Edna Romanini,Vila Carrão
03655010,Rua Isaac Tabacow,Vila Granada
05618030,Rua Comandante Lira,Vila Inah
05831080,Rua João de Seita,Chácara Santana
05415011,Rua Joaquim Antunes,Pinheiros
04210061,Rua Oliveira Alves,Ipiranga
03691030,Rua Quixodi,Jardim Nordeste
03318020,Rua Luiz Jamelli,Vila Gomes Cardim
03563200,Rua Ângelo Saccol,Jardim São José (Artur Alvim)
05448000,Rua Nazaré Paulista,Vila Madalena
04625005,Rua Henrique Fausto Lancellotti,Nova Piraju
02553044,Avenida Engenheiro Caetano Álvares,Sítio do Morro
04049010,Rua das Azaléas,Mirandópolis
04016035,Rua França Pinto,Vila Mariana
08475220,Rua Apóstolo Tiago Maior,Cidade Tiradentes
04051020,Rua Chapeco,Mirandópolis
04580060,Rua Doutor Marcelo Fernando Calabria,Vila Cordeiro
08150580,Rua Padre Vicente de Araújo,Jardim Quisisana (Vila Nova Curuçá)
03355030,Praça Santo Atanásio,Vila Formosa
04012001,Rua Pelotas,Vila Mariana
08311330,Rua Coruqueamas,Parque São Rafael
04348070,Rua Jurupari,Jardim Oriental
05853400,Rua Simão Segal,Jardim Duprat
05024040,Travessa Venâncio Ayres,Vila Pompéia
05506030,Praça Monteiro Lobato,Butantã
08245080,Rua Professor Euclides Luz,Vila Progresso (Zona Leste)
04913080,Rua Dapoli,Jardim Santa Edwiges (Capela do Socorro)
01248030,Rua Ubatuba,Pacaembu
04837100,Rua José Pedro Roschel,Vila Quintana
04840550,Rua Lupércio,Conjunto Habitacional Brigadeiro Faria Lima
04340010,Rua Gondelim,Americanópolis
03983090,Rua Iaçapé,Parque Santa Madalena
03812215,Rua São Paulo,Vila Santa Inês
03726060,Rua dos Economistas,Engenheiro Goulart
03924000,Rua Alexandre Fernandes,Jardim Dona Sinhá
04235050,Rua Jovens do Sol,Cidade Nova Heliópolis
05126120,Rua Celestino Marinelli,Parque São Domingos
04202021,Rua Tabor,Ipiranga
08010420,Rua Inhabata,Cidade Nitro Operária
04428130,Rua Galliano Masini,Americanópolis
02998120,Rua Samuel Bovy,Conjunto City Jaraguá
04339100,Rua Torroselas,Americanópolis
02842290,Praça Celso Gilberto de Oliveira,Jardim do Tiro
04803090,Rua Forte George,Jardim Cruzeiro
04943210,Rua Morada do Sol,Jardim Turquesa
04702002,Avenida Santo Amaro,Santo Amaro
04848260,Rua Elson Costa,Jardim Toca
04434270,Rua Franz Erkel,Jardim Orly
08255140,Rua Frei Antônio Faggiano,Conjunto Residencial José Bonifácio
03725060,Rua Goma de Olibano,Engenheiro Goulart
03323900,Praça Sílvio Romero 132,Cidade Mãe do Céu
04546044,Rua Quatá,Vila Olímpia
04850020,Rua Adélia da Silva Mendes,Parque Cocaia
04144060,Rua São Sebastião,Vila da Saúde
04623050,Rua Tomé Portes,Brooklin Paulista
04405250,Rua Celestino Silva,Jardim Zaira
02316080,Rua dos Guatambus,Vila Nova Mazzei
05204130,Praça Luís Neri,Vila Perus
04826410,Praça Rockford,Vila Represa
03251060,Rua Fruta-de-Guariba,Vila Industrial
02120005,Viaduto Curuçá,Vila Maria Baixa
03370000,Rua Bruna,Chácara Mafalda
04251100,Rua Coronel Pedro de Oliveira,Vila Natália
04920050,Rua Ignácio Limas,Jardim Herculano
05506040,Rua Alexandre Marcondes Machado,Butantã
08062000,Avenida César Augusto Romaro,Vila Norma
03920000,Avenida Israel Fonseca,Vila Fátima
02018001,Rua Amaral Gama,Santana
03711006,Avenida Cangaíba,Cangaíba
05058020,Rua Camburiú,Vila Ipojuca
03564020,Rua Doutor Nilton Silva,Vila Santa Teresa (Zona Leste)
04387110,Rua da Pátria,Cidade Domitila
08370190,Estrada da Colônia,Jardim São Gonçalo
01304000,Rua Augusta,Consolação
08420070,Rua Roseira,Jardim Helena
08072002,Rua Rio Bani,União de Vila Nova
04531002,Rua Pedroso Alvarenga,Itaim Bibi
03620000,Avenida São Miguel,Vila Marieta
03560170,Rua Doutor Campos Toledo,Vila Nhocune
03675010,Rua Doutor José do Amaral,Jardim Lisboa
04562030,Rua Arandu,Brooklin Paulista
03918010,Rua dos Financeiros,Vila Bancária
03320040,Rua Henrique Dumont,Vila Gomes Cardim
01542010,Rua Antônio Tavares,Cambuci
03581080,Rua Dolomites,Jardim Fernandes
05267100,Rua Luiz Domingues de Castro,Jardim Anhangüera
05328020,Avenida Leão Machado,Parque Continental
04425010,Rua Estrela Solitária,Cidade Júlia
05163100,Rua Silvestro Palma,Vila Jaraguá
04534010,Rua Joaquim Floriano,Itaim Bibi
04386010,Rua Paulo Rodrigues Durão,Jardim Itacolomi
08240480,Rua Doutor Mário Moura,Vila Progresso (Zona Leste)
05863130,Rua Joaquim de Brito,Jardim Imbé
04475290,Rua Silas Pereira,Guacuri
04015010,Rua Joaquim Távora,Vila Mariana
08452651,Rua Ulisses Guimarães,Vila Lourdes
03655020,Rua Monte Sião,Vila Granada
04117041,Rua Doutor Pinto Ferraz,Vila Mariana
04851503,Rua Um,Jardim Monte Verde
03963010,Rua Rosa Tognol,Cidade São Mateus
08161165,Rua Alto Munim,Jardim Campos
03560000,Rua Doutor Nelson Madureira,Vila Nhocune
08280050,Rua João Bezerra de Sousa,Cidade Líder
04941050,Rua Tijuco da Serra,Parque Bologne
05126150,Rua José Amaro Peçanha,Parque São Domingos
04311000,Avenida do Café,Vila Guarani (Z Sul)
04853080,Rua Norberto Riesta,Jardim Noronha
08440030,Rua Córrego Bonito,Jardim Guaianazes
03062040,Rua Engenheiro Dagoberto Gasgow,Belenzinho
04126000,Rua Jorge Tibiriçá,Vila Mariana
04744001,Rua General Roberto Alves de Carvalho Filho,Santo Amaro
08431140,Rua Raimundo Monte Santo,Jardim Aurora (Zona Leste)
04852070,Rua General Pacífico Furtado,Jardim Shangrilá (Zona Sul)
03163040,Rua Jaibarás,Belenzinho
04347030,Rua Oásis,Jardim Oriental
04005060,Praça Carlos Gardel,Paraíso
03119001,Rua Madre de Deus,Mooca
08470490,Rua Manuel Dias,Cidade Tiradentes
02254150,Rua Aristides Bento Gonçalves,Vila Nivi
03448050,Rua Germek,Vila Carrão
02860040,Rua Gonçalo de Andrade,Vila Souza
04664020,Avenida Ministro Álvaro de Souza Lima,Jardim Marajoara
05136130,Rua Ernesto Moreira Maia,Jardim Santo Elias
08410440,Estrada Nossa Senhora da Fonte,Guaianazes
04537100,Rua Brás Melilo,Vila Nova Conceição
04636000,Avenida Professor Vicente Ráo,Jardim Petrópolis
03691130,Rua da Padroeira,Jardim Nordeste
03738000,Rua Jairo Fernandes Garcia,Vila Libanesa
03801060,Rua Marco Polo,Parque Boturussu
04570020,Rua Soberana,Brooklin Paulista
05515040,Rua João Batista de Sousa Filho,Caxingui
05270070,Rua Sorocaba,Sítio Itaberaba I
05888170,Praça Doutor Teodorico Almeida Bessa,Parque Fernanda
02046040,Rua Eduardo Espinola Filho,Jardim São Paulo(Zona Norte)
03449010,Rua Maximiliano da Cunha,Vila Carrão
04855440,Rua José Diogo Abadiano,Jardim Morais Prado
08253590,Rua Bernardo Leon,Conjunto Residencial José Bonifácio
05572010,Rua Pierre Bonnet,Parque Ipê
03814110,Rua Roberto Augusto Collin,Jardim Matarazzo
04011033,Rua Eça de Queiroz,Vila Mariana
04571070,Praça João Duran Alonso,Cidade Monções
04126020,Rua Engenheiro José Sá Rocha,Vila Mariana
02840160,Rua Professor Andrioli,Parque São Luís
01017000,Avenida Rangel Pestana,Brás
04446120,Rua do Meirinho,Jardim Sabará
05442110,Rua Max Engelhardt,Sumarezinho
05007031,Rua Minerva,Perdizes
04757010,Rua Engenheiro Antônio Faggion,Jardim Dom Bosco
02541070,Rua Oscar de Moura Lacerda,Jardim Rossin
01449040,Rua Dinamarca,Jardim Europa
08270010,Rua Harry Dannenberg,Vila Carmosina
03987000,Rua Manoel Alves Chaves,Vila Portuguesa
02733120,Rua Mário Pancini,Vila São Vicente
12511160,Rua Guilhermina Rodrigues Alves Bittencourt,Vila Comendador Rodrigues Alves
02404100,Rua Padre Donizetti Tavares de Lima,Santana
05065090,Travessa Emília Alba,Parque Residencial da Lapa
05570030,Rua Nazir Miguel,Jardim Paulo VI
05602020,Rua Jabebira,Jardim Everest
02854010,Rua Domingos Francisco de Medeiros,Vila Teresinha
04421070,Rua Pascoal Valva,Jardim Luso
03633100,Rua José Martinho de Moura Baptista,Penha de França
02764010,Rua Morato de Oliveira,Parque Itaberaba
04415000,Rua George Drosini,Vila Capela
04475530,Rua Waldeloyr Chagas de Oliveira,Parque Doroteia
04459200,Rua dos Andrade,Pedreira
05731250,Avenida das Belezas,Vila Plana
08471630,Rua Paulo Biocati,Cidade Tiradentes
04809120,Rua Maria Aparecida Anacleto,Terceira Divisão de Interlagos
05639080,Rua Padre Eliseu Murari,Lar São Paulo
01103030,Rua Possidônio Inácio,Luz
04255140,Rua Tamuatá,São João Clímaco
03128080,Rua Hugo Walter Puschnick,Alto da Mooca
08380059,Rua Custódio do Nascimento,Jardim Roseli
02875040,Rua Patrice Lumumba,Jardim Elisa Maria
04661300,Avenida Interlagos,Jardim Umuarama
02281000,Rua Morro do Livramento,Vila Nova Galvão
04140080,Rua Jaci,Chácara Inglesa
04243200,Rua Antoine Caron,Jardim Seckler
04509000,Rua Jacques Félix,Vila Nova Conceição
04152130,Rua Loreto,Vila Santo Estéfano
08430700,Rua Isidro de Maria,Jardim Moreno
05549240,Rua Antônio Dias de Castro,Jardim das Esmeraldas
04043300,Rua Luís Góis,Mirandópolis
05404011,Rua Artur de Azevedo,Cerqueira César
02137040,Rua Alberto Moreira Batista Filho,Jardim Japão
02442165,Rua Trinta e Um de Outubro,Lauzane Paulista
02186010,Rua Soldado João Américo da Silva,Parque Novo Mundo
03819350,Rua da Calenda,Parque Císper
02963060,Rua João Alfredo Abrahão,Chácara Nossa Senhora Aparecida
02258200,Rua Flávia,Vila Constança
03479020,Rua Padre Isidoro,Vila Nova York
08391230,Rua Rosa Branca,Parque das Flores
03152040,Rua Fernandópolis,Quinta da Paineira
08431020,Rua Domingos Achega,Jardim Moreno
03504050,Rua Rupiara,Vila Aricanduva
04415140,Rua Miguel de Guevara,Vila Capela
05582001,Avenida Corifeu de Azevedo Marques,Butantã
03211080,Rua São Carlos Borromeu,Vila Alpina
03007010,Avenida do Estado,Canindé
08235560,Rua Trevo de Santa Maria,Parque Guarani
05653050,Avenida Jules Rimet,Jardim Leonor
03804140,Rua César Dacorso Filho,Parque Boturussu
03934130,Rua Sônia,Jardim Imperador (Zona Leste)
03688060,Rua Aloândia,Jardim Nordeste
05161000,Estrada Turística do Jaraguá,Vila Jaraguá
03179070,Rua Barão de Penedo,Água Rasa
02208000,Rua da Esperança,Vila Medeiros
01430001,Avenida Brasil,Jardim América
01016900,Rua Anchieta 35,Sé
05501010,Rua Agostinho Cantu,Butantã
01501040,Praça Carlos Gomes,Centro
04576000,Avenida Jornalista Roberto Marinho,Cidade Monções
02618120,Rua Ponta da Areia,Vila Amália (Zona Norte)
08030050,Rua Cembira,Vila Curuçá
03107020,Rua Serra de Paracaína,Mooca
05527000,Rua Natal Pigassi,Jardim Celeste
04826040,Praça Alma Mater,Jardim Bela Vista (Zona Sul)
03660010,Rua Madalena Júlia,Vila Ré
04854135,Rua Francisco Quadrio,Chácara Cocaia
05374000,Rua Doutor Paulo Ribeiro Coelho,Jardim Ester Yolanda
03573090,Avenida Belarmino Ferreira,Jardim Arize
01015080,Rua Fernão Sales,Centro
04844420,Rua João Amos Comenius,Jardim São Bernardo
03066050,Rua Professor Luciano Maia,Tatuapé
01138020,Rua Solimões,Barra Funda
03818020,Rua São José dos Cordeiros,Parque Císper
03009100,Rua Monsenhor Andrade,Brás
08310015,Rua Alexandre Artot,Jardim Rodolfo Pirani
04566060,Rua Califórnia,Cidade Monções
04829410,Rua São Pedro de Nova Friburgo,Jardim das Imbuias
04004060,Rua Abrão Dib,Paraíso
04515020,Praça do Pombo,Indianópolis
02943000,Rua Gonçalves de Barros,Jardim Cidade Pirituba
04843600,Rua José Quaresma Júnior,Parque Grajaú
02306005,Avenida Coronel Sezefredo Fagundes,Tucuruvi
04247025,Praça Franz Marc,Sacomã
03733060,Rua Odete,Vila Pierina
05186150,Rua Martino Arosio,Vila Aurora
04576020,Rua George Ohm,Cidade Monções
05786020,Rua Antônio Antunes,Vila Pirajussara
05154080,Rua Jabiberi,Jardim Vista Linda
01243050,Praça Garcia Redondo,Consolação
04439030,Rua Leon Carvalho,Jardim Martini
05125000,Rua Brigadeiro Henrique Fontenelle,Parque São Domingos
02013050,Rua Carlos Escobar,Santana
04822290,Rua Leri Santos,Parque América
04470095,Travessa Angelim-Rosa,Pedreira
04141090,Travessa Maestro Henrique Catani,Chácara Inglesa
04851606,Rua Jequirituba,Condomínio Jequirituba
01535030,Rua Félix Pola,Cambuci
03224000,Avenida Brumado de Minas,Jardim Independência
02065010,Avenida Joaquina Ramalho,Vila Guilherme
05425011,Rua Amaro Cavalheiro,Pinheiros
04104051,Rua Chui,Paraíso
05108120,Rua Eliseu Rodrigues de Almeida,Jardim Marisa
02309040,Travessa Jaime Semer,Vila Mazzei
02556130,Rua Tenente Souza Guedes,Vila Barbosa
03934040,Rua Doliarina,Jardim Imperador (Zona Leste)
05884310,Rua Doutor Humberto Pascale,Jardim do Colégio
04513000,Rua Silvânia,Vila Nova Conceição
05423150,Praça Itália,Pinheiros
05092040,Avenida Raimundo Pereira de Magalhães,Vila Anastácio
04291010,Rua José Marti,Jardim da Saúde
01011904,Rua São Bento 545,Centro
04156050,Rua Chebl Massud,Vila Água Funda
03735040,Rua São Diogo,Vila Araguaia
03346000,Rua Ibó,Vila Regente Feijó
02467120,Rua Artur,Imirim
04723040,Ponte João Dias,Santo Amaro
04531050,Rua Tapinas,Itaim Bibi
08041470,Rua Roberto Pucci,Jardim Lajeado
01224010,Rua Martinico Prado,Vila Buarque
03238030,Rua Otto Shubart,Parque São Lucas
01254050,Rua Piracicaba,Sumaré
02220280,Rua Barreiro Grande,Vila Medeiros
02929010,Rua Antônio da Cunha Coelho,Moinho Velho
04890420,Rua Juvenal Luz,Jardim Novo Parelheiros
03819200,Rua Miguel Lillo,Vila Cisper
01129020,Rua Cristina Tomás,Bom Retiro
03734220,Rua Quarunás,Vila Rui Barbosa
03411130,Rua Maniutuba,Chácara Santo Antônio (Zona Leste)
08041660,Rua Arpoador,Jardim Ipanema (São Miguel)
02611019,Rua Vaness Atalanta,Vila dos Andrades
08471670,Rua Antônio Araújo,Cidade Tiradentes
02242060,Rua Hermínio Costa,Parada Inglesa
05435020,Rua Rodesia,Sumarezinho
05325180,Avenida Doutor Francisco de Paula Vicente de Azevedo,Parque Continental
08210650,Rua Comendador Palmarino Calabrez,Vila Brasil
04467135,Rua Luís Bazzani,Jardim Itapura
03150090,Rua Padre Faustino,Quinta da Paineira
03976030,Rua Alberto Popovici,Jardim Sapopemba
02873520,Rua Manuel Aquilino dos Santos,Jardim Elisa Maria
01540010,Rua Alves Ribeiro,Cambuci
01127010,Rua Solon,Bom Retiro
30440000,Rua Oscar Trompowsky,Grajaú
05872180,Rua Vidigal,Jardim São Bento Novo
02724020,Rua Natércia,Vila Carolina
08210510,Rua José Oiticica Filho,Itaquera
02361120,Rua Roberto Rossen,Associação Sobradinho
04230046,Rua Michele Príncipe,Cidade Nova Heliópolis
04655070,Rua Rúbio de Souza Morais,Jardim Alzira
05365160,Rua Guanandi,Jardim Centenário
03619100,Avenida São Miguel,Vila Marieta
04726070,Rua João Elias,Vila Cruzeiro
08031660,Rua Trapoeraba,Vila Curuçá
04837010,Rua Irupana,Vila São José (Cidade Dutra)
03313060,Rua Passos Ourique,Tatuapé
13051100,Rodovia Santos Dumont,Jardim das Bandeiras
02857010,Avenida Deputado Cantídio Sampaio,Vila Nova Parada
37010010,Rua Vera Cruz,Vila Martins
03966030,Rua Domiziano Rossi,Cidade São Mateus
02757110,Rua Pedregulho,Vila Bancária Munhoz
04211040,Rua Cisplatina,Ipiranga
46620000,,
02040060,Rua Águas Santas,Jardim São Paulo(Zona Norte)
03721010,Rua Professor Alves Pedroso,Cangaíba
05616030,Rua Ângelo Colucci,Vila Progredior
04858001,Avenida Senador Teotônio Vilela,Jardim Casa Grande
01246900,Avenida Doutor Arnaldo 165,Pacaembu
05364110,Rua Antônio Wey,Jardim Ivana
50740080,Avenida Barão de Bonito,Várzea
08080030,Rua Santa Davina,Parque Paulistano
08275430,Rua Lopes de Medeiros,Jardim Nossa Senhora do Carmo
05160000,Rua Venâncio Diniz Junqueira,Jaraguá
02873250,Rua Rômulo Naldi,Conjunto Promorar Estrada da Parada
02724050,Rua Padre Estanislau de Campos,Vila Carolina
02179010,Rua Soldado Sérgio Bernardino,Parque Novo Mundo
03128030,Rua Cristianópolis,Alto da Mooca
05864020,Rua Ciro Ferri,Jardim Remo
01421000,Alameda Itu,Jardim Paulista
03374001,Avenida Sapopemba,Sapopemba
03104010,Rua da Mooca,Mooca
01013001,Rua Quinze de Novembro,Centro
05201180,Rua Caçado,Vila Fanton
08011010,Praça Padre Aleixo Monteiro Mafra,São Miguel Paulista
05002000,Rua Doutor Costa Júnior,Água Branca
04744070,Rua Capitão Fidélis,Santo Amaro
01008000,Rua Líbero Badaró,Centro
02859010,Rua Alexandre Silva,Jardim Brasília (Zona Norte)
05033090,Rua Lázaro Sousa Martins,Água Branca
04840230,Rua São Caetano do Sul,Conjunto Habitacional Brigadeiro Faria Lima
08030420,Rua Gijoca,Vila Curuçá
02259080,Rua Embaixador Mário Guimarães,Vila Constança
03460100,Rua João Angione,Jardim Vila Formosa
05366000,Avenida Professor José Maria Alkmin,Jardim Ester
08090010,Rua Maria Francisca de Jesus,Parque Paulistano
04777020,Avenida João Paulo da Silva,Vila da Paz
02860080,Rua Ignácio Florêncio da Silveira,Vila Souza
04235110,Viela Santo Amaro,Cidade Nova Heliópolis
02308190,Travessa André Pereira da Silva,Vila Mazzei
02364015,Rua Airton Sena,Jardim Recanto Verde
03133000,Rua Ibitirama,Vila Prudente
04509020,Rua Bueno Brandão,Vila Nova Conceição
04075000,Alameda Iraé,Indianópolis
03475100,Rua Salvador Rodrigues,Vila Antonieta
04414070,Rua Florinda Mouzo Bermudez,Vila Clara
04287010,Avenida Presidente Tancredo Neves,Vila Nancy
08142180,Rua José Alves Coelho,Jardim Nélia
04296000,Avenida Santo Albano,Vila Vera
04897290,Rua Elmo Correa,Cidade Nova América
08210330,Rua Salim Jorge Id,Vila Corberi
08344700,Travessa Tardes de Lindóia,Jardim da Conquista (Zona Leste)
04116000,Avenida Prefeito Fábio Prado,Jardim Vila Mariana
03551010,Avenida Cabrália Paulista,Cidade Patriarca
08160520,Rua Gerhardt Holtz,Jardim Silva Teles
04417090,Praça Bacharel Fernando Braga Pereira da Rocha,Jardim Miriam
03927310,Rua Gabriel Balart,Conjunto Habitacional Teotonio Vilela
02422190,Rua Doutor Domingos Guedes Cabral,Parque Mandaqui
03731190,Rua Hyde Park,Vila Londrina
02251002,Rua Tanque Velho,Vila Nivi
03480030,Rua dos Fonsecas,Vila Nova York
04104040,Rua Arujá,Paraíso
